SYMBOL,KKKD131,KKKD068,KKU055,KKU213C,KKU213A,SSP25,KKU213B,RBE,TFK1
TRIM35,9.34,5.9,17.55,10.29,9.51,4.64,8.64,9.59,6.57
ZFP69B,4.91,4.07,7.25,2.23,2.53,1.99,1.77,1.23,0.08
RCBTB2,2.95,6.35,4.18,3.15,6.24,2.69,5.4,2.39,0.3
CICP20,0,0,0,0,0.03,0,0,0,0
AC079598.3,0,0,0,1.12,0,0,0,0,0
NUP62,63.92,52.98,63.05,44.08,77.14,70.25,57.37,41.84,66.01
TAF11,32,35.5,52.36,24.65,34.06,34.49,27.58,34.71,23.41
RNASEH1P2,0,0,0,0,0,0,0,0,0
TMEM259,76.86,48.54,83.12,54.68,45.27,57.25,56.47,54.65,68.64
KIF13B,12.05,10.73,4.88,5.14,5.18,4.06,3.52,12.68,16.53
PPY,0,1,0,0,0,0,0,0,0
ZMYM6,9.5,12.38,13.82,13.69,18.37,12.54,10.61,7.06,7.72
RPL35P4,0,0,0,0,0,0,0,0,0
NFIA,7.22,2.71,18.19,8.05,10.93,5.37,10.85,6.73,14.99
KLHDC9,1.8,11.87,1.88,0.96,1.44,1.12,2.03,11.92,2.48
AL008718.1,0,0,0,0,0,0,0,0,0
C1DP1,0.42,7.37,0,0.59,0,0,0,0.5,15.95
PRC1,203.07,301.11,166.34,196.5,192.06,219.87,197.54,264.07,314.68
CYFIP1,87.75,44.72,59.89,61.31,59.44,45.76,50.8,72.71,88.51
OCSTAMP,0,0,0,0,0,0,0,0,0
KIF20A,69.88,94.85,99.5,95.74,111.67,82.52,106,79.54,42.7
HLA-W,0,0,0,0,0,0,0,0,0
PRR26,0.07,1.08,0.01,0.02,0,0.03,0.02,1.2,7.96
TMCO5A,0,0,0,0,0,0.06,0,0.06,0.13
TMEM179B,42.19,47.82,42.79,83.28,37.12,48.37,62.15,36.12,50.96
AC003001.2,0,0,0,0,0,0.1,0,0,0
AC025048.5,0,0,0.2,0,0,0,0,0,0
FAM156A,6.9,15.62,61.45,18.33,14.44,26.04,16.76,0.55,9.16
B3GAT3P1,0,0,0,0,0,0,0,0.22,0
DDHD2,27.14,42.86,48.43,15.64,23.61,27.54,17.31,49.1,34.96
MTND5P17,0,0,0,0,0,0,0,0,0
CYCSP45,0,0,0,0,0,0,1.24,0,0
AC010182.1,0,0,0,0,0,0.25,0,0.03,0
AC092597.1,0,0,0.62,0,0,0,0.51,0,0.38
AC018635.1,0.07,0.19,0.1,0.09,0.09,0,0,0.08,0.18
AC073585.1,4.46,7.07,5.72,3.37,5.3,4.6,3.91,4.4,6.55
LY6G6F,0,0,0,0,0,0,0,0.04,0
MPP2,3.52,3.69,25.65,2.09,3.37,3.04,5.5,0.66,1.18
NIPAL3,16.35,13.95,2.14,30.03,37.02,19.83,27.95,8.2,7.87
AANAT,0,0.62,0.46,0.14,0.19,0.08,0,0.11,0
CDYLP1,0,0,0,0,0,0.05,0,0,0
MUCL3,0,0,0,0,0,0,0,0.05,0
ZNF613,4.78,2.9,0.12,1.29,7.18,1.15,2.06,3.51,0.13
APBB3,10.24,7.99,6.13,7.54,6.08,6.02,8.27,3.05,5.82
HRAS,103.43,63.78,145.25,343,244.1,72.76,237.99,72.97,19.97
AC009299.1,0,0.63,4.56,9.03,16.77,6.01,14.62,2.69,0
SUZ12,42.11,72.25,34.12,50.64,42.08,37.45,38.39,36.55,29.01
AL603825.1,0,0,0,0,0,0,0,0,0
MAGEB6,0,0,0,0.48,0.64,0.04,0.53,0,0
MPEG1,0,0.02,0,0.05,0,0.03,0.02,0,0
AC018695.5,0,0,0,0,0,0,0,0,0
AC006001.1,0.24,0,0.33,0,0,0,0,0,0
ZBTB8A,5.49,8.19,8.25,3.43,5.69,4.42,3.1,4.84,4.26
AL353729.1,0,0,0,0,1,0.13,0,1.67,0
BRD2,3.2,27.53,1.02,0.2,0,8.55,0.88,0,0
RPL17P20,0,0,0,0,0,0,0,0.19,0
ZWINT,199.49,101.52,203.04,122.26,156.33,241.27,154.3,153.22,131.98
TTC39A,1.5,4.87,4.68,3.05,4.53,3.09,6.79,10.27,76.09
EEF1GP7,0,0,0,0,0,0.13,0.14,0,0
TRIM24,14.17,27.34,24.92,11.32,11.51,15.66,13.55,19.81,14.47
BEST1,2.85,3.94,2.95,4.76,2.56,19.82,4.34,2.29,7.29
AC119396.1,0,0,0,0,0,0,0,0,0
AL050321.1,0,0,0,0,0,0,0,0,0
GAPDHP47,0,0,0,0,0,0,0,0,0
LILRB4,0,0,0,0,0,0,0,0,0
UBE2L3,84.99,75.72,100.9,84.17,80.77,58.48,73.09,44,78.55
SIGIRR,28.14,22.69,38.11,42.29,22.1,10.52,16.26,51.64,26.07
PFKFB3,18.55,34.24,21.71,30.51,14.02,43.64,14.58,140.51,43.88
GPRIN3,0.23,0.01,0.02,0.01,0,0.03,0.01,1.88,9.76
WNT1,0.3,0,0,0,0,0,0,0,0.08
LDLRAD4,0.01,0,0.48,0,0,0.07,0,0.18,0.17
AIM2,3.34,15.9,0.13,6.58,3.2,0.14,8.22,0,0
SFTPB,0.09,0.22,0.08,0,0.04,0.12,0.1,0.04,0.08
FAM160B2,16.01,18.64,15.72,13.74,12.26,11.44,11.88,19.22,23.09
MRPL39,59.54,42.02,67.95,49.59,59.97,27.7,53.64,34.43,20.37
C1QBPP2,0,0,0.13,0,0,0,0,0,0
AC243899.2,0.24,0.61,0.32,0.31,0.3,0.25,0,0.49,1.82
GTF2IP12,1.37,3.04,1.29,0.98,1.89,0.56,0.97,1.61,1.04
ABCB11,0,0,0,0,0,0,0,0,0
RNF40,51.95,51.96,64.88,77.22,81.59,70.6,75.56,56.74,76.74
IGKV2D-29,0,0,0,0,0,0,0,0,0
TMEM201,8.28,6.48,22.38,9.79,11.16,15.53,6.09,6.94,7.21
FECH,16.27,17.71,20.79,10.26,9.7,13.45,10.19,38.9,48.87
OR9K2,0,0,0,0,0,0,0,0,0
RPL17P10,0.18,0.71,0.25,0.48,0,0.19,0,0.19,0
MAGEB2,0.17,0.05,0,26.01,12.19,0,0.33,0,0
A4GNT,0,0,0,0,0,0,0,0.04,0
LAMA5,96.52,19.89,58.4,122.12,124.31,23.94,72.05,52.47,152.66
AC233968.1,5.19,8.93,6.37,6.19,5.88,4.71,3.95,4.25,4.71
FAM241B,19.53,22.12,21.62,20.19,23.92,2.36,8.39,18.52,11.87
GATD3A,32.48,3.12,43.53,15.01,2.39,3.08,24.22,3.69,8.15
C9orf131,2.08,0,0,1.38,1.79,0,2.01,0,6.49
GP1BB,0,0,0,0,0.17,0,0,0,0
ZNF835,0.05,0.02,0.09,0.07,0.05,0.04,0,0,0
GNB4,19.78,40.4,11.57,0.69,0.02,29.5,0.06,0.05,27.34
OR4K14,0,0,0,0,0,0,0,0,0
AC107058.1,0,0,0,0,0,0,0,0,0
GOLGA7B,2.22,1.99,0.05,1.93,3.72,0.4,2.35,3.12,3.33
FP565260.3,0.19,0.38,0.56,0.2,0.17,0.72,0.06,1.31,0.66
ECD,52.82,35.96,48.74,32.19,41.95,30.31,38.48,31.75,24.18
XPOTP1,0,0.03,0,0,0,0,0,0.03,0
RCBTB1,19.77,14.87,12.58,20.75,12.11,12.64,30.21,10.32,3.1
TMEM86B,1.52,24.77,2.19,2.64,8.22,2.11,5.85,5.2,1.9
CHST1,0.02,0,0,0,0.03,0.1,0,1.15,0.06
CCDC115,17.54,28.37,15,18.83,29.01,18.5,21.26,20.66,18.92
NR1H2,33.1,26.96,21.26,22.14,40.9,27.37,31.04,41.81,55.65
ZFAND5,127.16,186.72,187.61,181.48,198.93,265.73,161.14,202.93,108.98
AC093162.2,0.25,0,0.17,0.16,0.16,0,0.14,0.13,0
NTPCR,39.15,28.18,84.16,31.56,24.62,51.68,43.4,90.18,20.18
SATB1,7.26,7.79,1.95,7.57,3.19,7.47,10.21,7.74,2.17
FP325317.1,0,0,0,0,0,0,0,0.15,0
CD24P2,0,0,0,0,0,0,0,0,0
TMEM191C,0.48,1.43,2.93,2.02,1.54,0.7,1.73,0.56,1.08
AC015977.1,0,0,0,0,0,0.7,0,0,0
TRAPPC6A,14.2,42.06,10.52,10.38,4.61,4.59,10.5,44.2,42.8
SERTM1,0,0,0,0,0,0.1,0,0,0
SPINT2,764.49,781.72,4.33,426.57,590.66,75.64,537.55,184.73,480.51
BECN2,0,0.5,0,0,0,0,0,0,0
CXCL17,0,0,0,0,0,0,0.14,0.13,2.18
ELFN2,0.47,14.63,0,12.37,4.18,9.55,3.64,11.08,4.79
NAGS,3.36,2.19,1.71,0.91,3.56,0.63,2,0.46,0.51
XIRP1,0,0.01,0,0,0,0,0,0,0
RCN2,124.04,87.35,80.92,69.54,54.76,90.14,67.87,51.39,79.61
OR7E39P,0,0,0,0,0,0,0,0,0
PRR20A,0,0.23,0,0,0,0,0.12,0,0
PAPLN,0.45,8.28,0.04,1.06,1.83,1.14,0.54,7.08,0.58
PTK2,108.17,97.25,85.44,87.31,66.2,110.49,81.55,130.1,63.74
C22orf23,0.68,0.51,0.51,0.39,0.27,0.38,0.38,0.2,0.59
AC111000.5,0,0,0,0,0,0,0,0,0
OPCML,0,0,0,0,0,0,0,0,0
RHOD,33.29,12.7,8.65,96.92,106.62,27.76,174.9,17.01,90.95
MKL1,10.94,22.32,12.14,6.08,4.28,23.77,3.99,14.67,15.24
ZNF98,0,0.23,0,0,0,0,0,1.49,0
AL136360.1,0,0,0.05,0,0,0.04,0,0,0
DEFB4A,1.12,0,0,1.32,0,0,0,0,0
ZNF506,4.5,1.81,5.76,1.68,6.11,3.21,2.04,5.26,0.5
PRPF39,16.91,17.42,22.98,20.42,18.11,26.49,14.23,21.59,26.63
RPS10P20,0,0,0,0,0,0,0,0,0
NPM1P6,0.65,0.12,0.25,0,0.12,0,0.51,0.19,0.23
TMSB4Y,0,0,0.05,0,0,0.04,0,0,4.64
OR8B9P,0.01,0.02,0.14,0.09,0,0.04,0.06,0.01,0.01
KRT16P2,0,0,0,0,0,0,0,0,1.77
IGKV1-9,0,0,0,0,0,0,0,0,0
ZNF761,7.47,31.99,3.99,4.01,8.45,3.97,6.03,7.52,8.24
NLGN4Y,0,0.06,0,0,0.01,0.01,0,0,1.92
SEMA6D,0.01,0,3.13,0.26,0,0.22,0,2.34,0.06
CATSPER1,8.08,0.73,0,15.08,5.74,6,11.82,7.59,0.98
OTULIN,58.22,24.43,22.4,27.63,28.59,23.78,30.46,16.62,27.38
ZNF37A,5.84,6.32,17.69,6,3.81,5.7,5.49,10.45,6.32
TACC2,15.85,17.4,15.1,25.3,23.6,18.09,25.1,82.15,73.3
CCBE1,8.18,10.97,0.04,0.05,0.15,33.2,0.13,0.16,0.18
SH2D5,18.61,3.4,4.82,26.46,9.76,2.48,21.89,2.68,8.75
SLC25A37,41.21,61.73,48.2,33.73,32.12,49.26,17.85,26.93,32.78
HERC2P3,5.58,11.49,9.29,6.54,4.97,4.34,5.34,4.6,7.31
ACOX1,20.42,31.4,30.2,8.21,9.38,23.71,9.49,15.86,28.52
GABRG1,0,0,0,0,0,0,0,0,0
GPBAR1,0.15,0,0.13,0,0.33,0.04,0.06,0.04,0.09
AC087894.1,4.98,4.1,3.53,2.45,0.53,6.23,3.97,2.13,2.79
RPLP1P13,0,0,0,0,0.83,0,0.69,0.68,0
DOK3,7.55,2.07,10.57,3.97,8.7,3.8,5.17,3.32,2.54
NAXE,43.62,70.59,52.85,57.59,40.16,49.22,35.12,73.56,77.9
KRTAP20-1,0,2,0,0,0,0,0,0,0
RNF6,58.34,75.66,37.09,65.3,65.78,36.39,72.89,32.55,52.79
BLOC1S1,104.81,103.54,54,72.62,93.91,68.11,75.61,121.37,92.76
JOSD1,52.83,80.84,39.13,50.5,55.82,45.35,41.14,30.27,128.28
LYPD6B,16.25,0.26,30.18,19.07,3.18,7.17,16.41,0.14,6.81
RARS2,24.95,47.75,31.7,42.23,60.33,53.42,38.6,30.22,21.52
TMEM86A,1.32,0.31,0.32,1.58,0.63,0.27,0.19,1.34,0.89
CYP2A7,0,0,0,0.08,0,0,0,0,0
EEF1A1P21,0,0,0,0,0,0,0,0,0
COMTD1,20.77,15.73,22.67,37.89,24.21,7.13,34.57,24.8,55.44
KRT17P4,0,0.06,0,0,0,0.08,0,0.11,0.33
FAM50B,10.09,5.17,0,1.3,3.98,4.23,3.5,0.73,1.11
AC006355.1,0,0,0,0,0,0,0,0,0
FKTN,14.43,25.66,13.3,11.69,15.91,23.15,16.03,23.36,8.94
AC133963.2,0,0,0,0,0,0,0,0,0
OFD1P2Y,0,0,0,0,0,0,0,0,0.33
GMDS,47.12,29.17,17.62,35.43,39.5,21.95,31.08,16.88,50.36
RAB5CP1,0,0,0,0,0,0,0,0,0
PIGZ,1.43,3.31,4.23,0,0.21,3.13,0,4.34,2.34
TLL1,0,0.06,8.7,0,0,0,0.04,0.2,0.09
NOX1,0.26,0,0,0,0,0,0.03,0,0
RARG,5.4,17.71,48.81,37,34.2,19.66,45.92,15.12,31.92
DDTL,0.45,1.05,0.85,0.13,0,0.48,0.51,1.4,0.25
MTND5P30,0,0,0,0,0,0.04,0,0,0
MROH3P,0.71,0,0.03,0.03,0,0.05,0.11,0,1.36
CHRNA3,0,0.15,0.08,0.05,0.21,0,0.19,0.17,0.02
NCK1,28.12,37.76,29.27,31.45,28.78,44.53,29.29,27.63,92.91
GUSB,65.03,106.37,43.99,22.8,20.45,41.6,46.9,51.03,40.39
CENPT,18.23,25.34,25.19,17.53,19.16,20.2,17.12,19.33,7.64
TRAV18,0.56,0,0,0,0,0.29,0,0.3,0.34
OR13I1P,0.06,0,0,0,0,0,0.06,0,0
AP004247.1,0,0,0,0,0,0,0,0,0
S100A11,1259.31,1160.34,500.75,1007.92,1277.84,925.21,1205.57,794.77,847.2
AC008026.1,0.82,0,0,0.36,0,0.29,0,0.29,0
IFIT1P1,0,0,0.19,0.12,0.18,0.25,0,0.2,0
CDK8,25.64,17.21,31.04,19.68,14.23,16.6,13.53,15.79,8
AC145285.5,0,0,0,0,0.37,0,0,0,0
PTK7,38.22,44.28,65.38,0.72,16.79,6.56,3.95,27.22,3.54
PRKRIP1,19.04,40.95,37.23,16.42,15.96,25.54,22.29,20.28,14.09
FOXN2,19.37,11.69,14.15,19.43,15.2,13.37,12.07,11.38,15.79
GOLM1,53.81,113.08,105.41,111.92,103.37,89.1,72.42,199.66,115.58
CBLC,0.1,12.71,0,14.36,5.35,0.91,11.36,0,23.01
LUZP2,0.84,0.02,0.02,2.41,0.23,0.07,0.9,0,0
ATXN7,8.79,11.79,17.42,10.23,12.79,6.92,8.1,5.7,20.49
AP000812.4,0,0,0,0,0,0,0.09,0,0.08
AC093325.1,0,0,0,0,0,0,0,0,0
AC079776.3,0,0,0,0,0,0,0,0,0
SPATA31C1,0,0.04,0.14,0,0.04,0.04,0.04,0.04,0
EIF2B3,30.38,32.85,55.57,31.47,49.55,48.24,25.51,29.96,18.87
AL139247.1,0,0,0,0,0,0,0,0,0
TAS2R6P,0,0.26,0.13,0.51,0.5,0.21,1.32,0.42,0.25
TMED9,241.81,311.56,90.41,200.45,182.53,171.75,150.81,119.8,206.03
FABP12,0,0,0,0,0,0,0,0,0
PCDHB8,11.51,0,0,0.06,0,0,0,5.03,0.15
AL360182.1,0,0,0,0,0,0,0,0,0
KLF4,48.65,18.75,6.64,73.93,92.1,3.61,50.55,23.39,17.37
ZNF525,9.32,29.74,2.27,2.75,13.88,3.29,5.06,6.44,10.63
RTL5,0.97,1.76,3.35,0,0,2.72,0,0.7,0.02
PSMB8,8.23,21.05,4.69,6.93,11.13,31.68,10.96,3.31,9.09
PRPF19P1,0,0.23,0,0,0,0,0,0,0
ZNF837,0.43,2.39,2.09,0,0.25,0.77,0.18,0.92,0.71
GLP2R,0,0.14,0,0,0.04,5.99,0,0.81,0.11
SLC47A2,0.04,0.03,0.09,4.37,1.39,0.22,13,0.14,0.03
HOXC11,2.75,4.08,0.36,0.62,0.5,0,0.55,0,0
MICE,0,0,0,0,0,0,0,0,0
ZNF264,5.67,100.05,8.32,10.77,50.96,10.23,13.51,5.7,7.75
SEPT8,33.42,26.65,14.46,26.1,18.78,20.98,20.07,34.12,9.43
AC133552.3,0,0,0,0,0,0,0,0,0
CCDC51,25.57,20.01,36.36,48.81,44.6,12.93,54.81,20.05,51.07
AC244015.1,0,0,0,4.21,0,0,0,0,0
AP000852.1,0,0,0,0,0,0,0,0,0
S100A16,10.66,356.86,0.35,240.71,448.63,223.7,347.61,342.68,702.66
DERL2,112.96,74.26,72.01,49.88,68.84,148.24,59.2,47.68,38.65
MTND1P21,0,0,0.93,0,0,0,0,0,0
POU5F2,0.13,0.29,0.27,0.08,0.06,0.15,0.1,0.22,0.09
AC111200.2,0,0,0,0,0,0,0,0,0
CSAD,5.2,8.65,15.36,7.85,9.65,9.16,11.63,15.08,8.21
METTL11B,0.08,0,0,0.26,0.2,0.34,0.09,0,0
REST,18.19,11.43,20.38,7.14,8.08,8.17,6.81,16.04,13.34
AC069421.1,0,0,0,0,0,0,0,0,0
AC234064.1,0,0,0,0,0,0,0,0,0
HIST1H2AH,0.36,0,0.48,0.96,0.47,0.75,2.78,0.38,1.32
CCL3L3,0,0.12,0,0,0,0,0,0,0
AP005061.1,0.1,1.47,1.22,0.44,0.5,0.87,0.65,2.24,1.44
AC013404.1,0,0,0,0,0,0,0,0,0
PATE1,0,0,0,0,0.09,0,0,0,0
GPN2,27.44,17.66,9.56,25.55,53.86,32.93,24.1,11.05,18.76
PGAM1,578.32,539.16,780.88,569.24,715.89,711.01,624.89,435.85,306.95
CELF1,63.67,40.87,114.87,66.22,63.76,60.6,50.01,47.16,60.51
GOLGA5,43.1,40.51,22.38,44.51,41.8,27.79,34.73,36.35,57.89
RPL21P66,0,0,0,0,0,0,0,0,0
RPL35AP30,0,2.61,0,0,0,0,0.55,0,0
ZNF500,4.44,6,3.89,6.78,9.26,4.08,6.44,6.66,4.94
AC005921.1,0,0,0,0,0,0,0,0,0
MAATS1,0.09,0.74,4.41,0,0.06,0,0.07,5.76,0
PET117,46.18,18.48,20.8,34.3,16.85,28.14,31.08,25.35,23.07
TKTL1,0.02,0,0,0,0,0,0.03,0,0
MRPL18,116.86,142.76,112.42,178.65,226.25,187.77,112.92,121.93,207.71
DUSP6,429.68,47.89,441.9,313.96,122.3,12.08,103.13,74.83,11.91
UBE3AP2,0,0,0,0,0,0.03,0,0,0
POU4F2,0,0,0,0,0,0.06,0,0,0
FMO4,1.96,0.82,1.69,2.3,2.77,1.23,1.97,3.03,1.28
HIST1H3I,0,0.41,0,0,0,0.67,1.76,0,0
HECTD2,4.77,4.87,5.75,2.8,2.86,6.63,3.93,9.05,1.76
TRBV12-3,0,0,0,0,0,0,0,0,0
DHFRP3,0,0,0,0,0,0.19,0,0,0
AC004386.1,0,0.29,0,0.39,0,0.12,0,0,0
LCP2,0,3.48,0,0,0,0,0,0,0.05
GRAMD2A,0.71,0.37,0.63,10.87,2.05,1.08,3.92,0.3,2.25
CU639417.2,0,0,0,0,0,3.65,0,0,0
IVL,3.04,0.63,0,0.16,0.27,0.1,0.17,0.03,0
AC025279.2,0,0.18,0,0,0,0,0,0,0
AC022414.1,0.07,0.05,1.13,0.09,0.07,0.04,0.04,0.2,0.03
TMEM175,5.28,17.52,19.19,3.84,8.06,9.92,3.59,16.13,4.67
CREBZF,49.88,45.17,20.54,28.58,24.92,45.66,16.76,37.02,59.68
UBR1,17.63,15.49,12.65,13.21,11.1,13.71,15.05,10.65,40.91
CLDN7,452.93,5.07,0,335.26,266.55,50.19,320.15,3.46,247.57
ABCC6P1,0,0.3,0.56,0.14,0,0.29,0,1.17,0.34
LAMP2,102.51,128.77,61.81,134.02,141.02,133.46,122.29,78.2,38.31
NCLP1,0,0.04,0,0,0,0.07,0,0.07,0.08
TRAK2,11.46,23.41,10.81,7.86,7.7,26.98,8.81,11.55,15.61
USP38,11.43,14.31,12.11,7,11.69,10.4,6.8,13.95,16.7
GALM,7.21,6.14,4.97,6.14,8.25,9.22,8.1,13.25,11.64
BRWD1,9.87,19.96,13.57,12.8,10.83,8.86,11.23,7.2,12.14
TMEM151A,0.1,0.26,0.13,0.06,0.03,0,0.31,0.1,0.19
SLC30A5,35.61,60.88,25.15,34.46,34.82,40.79,37.79,33.7,49.66
RFXANK,90.92,35.27,40.52,50.46,52.74,43.1,63.13,42.45,32.03
SATB2,2.08,3.87,2.99,2.96,2.48,3.85,2.24,7.22,3.32
NONOP2,0.12,0.15,0.54,0.3,0.22,0.18,1.11,0.06,0.44
APOL1,7.13,281.3,6.21,17.17,7.21,20.6,3.64,1.58,163.3
RIDA,39.33,33.13,94.43,25.52,35.13,23.43,42.07,44.92,23.97
AC256309.3,0,0,0,0,0,0,0,0,0.43
ZNF552,9.07,31.22,9.51,4.98,7.87,2.67,9.27,4.76,6.33
PCDHB4,0.05,0.04,0,0.39,0,0.09,0.07,0.1,0.06
CRACR2B,6.57,4.06,16.54,12.14,6.12,1.66,4.62,9.05,79.26
PRICKLE4,1.88,1.06,0,6.28,2.23,2.12,3.98,0.65,5.95
PQBP1,125.98,141.57,136.64,174.7,222.44,215.36,132.04,83.86,68.77
ACTL10,1.27,0.76,0.34,2.78,2.22,0.17,3.61,2.01,6.2
SKA1,25.95,31.88,18.8,12.28,17.99,18.47,22.59,15.89,12.19
RPL7P51,0,0,0,0,0,0,0,0,0
ALX3,0.86,0.05,0.14,0.05,0,0,0.08,0,0
CCDC150,14.83,15.62,48.6,5.74,6.51,12.76,5.99,11.77,4.09
DEGS2,0,0.02,0,0.04,0,0,0.22,0.58,0.23
CYLC1,0,0,0,0,0.04,0,0,0,0
CNTN1,8.54,0.03,0,8.42,0.03,0.69,12.12,0.31,42.02
AC010325.1,0.7,0,1.67,1.61,5.57,0.61,1.72,4.35,1.6
MCMDC2,0.65,1.25,0.49,0.18,0.7,0.15,0.26,1.17,0.67
TPI1P2,1.24,2.24,1.5,0.71,1.12,1.13,1.16,2.02,0.9
OR1H1P,0,0,0,0,0,0,0,0,0.1
AL929472.1,0,0,0.79,0,0,0,0,0,0
HOXB9,17.86,19.18,70.68,0.03,0.09,4.07,0.08,0.52,1.09
EIF5A2,6.1,33.47,10.57,4.54,11.35,38.89,3.69,7.95,6.27
LIPF,0,0.15,0,0,0,0,0,0,0
PNMT,0.34,0.15,0.08,0,0.15,0.06,0.11,0,0
IQCG,6.03,14.67,9.94,3.81,5.89,10.26,3.64,4.04,1.95
AC006116.7,0,0,0,0,0,0,0,0,0
ZNF329,5.02,30.2,2.64,1.27,7.87,4.54,4.19,6.28,0.04
IFI44L,1.49,8.11,2.67,0.41,0.19,13.08,0.22,0.13,10.28
FKBP1C,0.04,0.06,0,0.06,0,0,0,0,0
AC009812.2,0,0,0,0,0,0,0,0,0
HNRNPCP8,0,0.12,0,0.12,0,0,0,0,0
TBC1D12,4.26,4.13,4.51,3.57,4.36,6.02,4.85,3.94,3.7
IPO8,49.75,46.14,43.59,66.93,55.85,41.78,58.9,54.91,30.04
ANKRD30BP1,0,0,0,0,0,0,0,0,0
GABPA,14.7,23.46,17.55,9.81,11.08,10.08,11.89,14.43,14.73
MTCO1P4,0,0,0,0,0,0,0,0,0
DHRS9,14.71,0.2,0.03,10.9,0.12,0.25,0.63,0.08,7.2
HNRNPA1P39,0.16,0,0,0,0,0.08,0,0,0
AKAP11,21.07,26.61,13.98,21.45,14.6,8.16,20.6,11.51,10.02
NPY2R,0,0,0,0,0,0,0,0,0
SLC17A7,0.19,0.47,0.27,0.26,0.18,0.21,0.24,0.5,0.19
KRT81,3.07,147.09,0,2.44,0.46,21.41,0.31,26.06,1633.67
AC093591.3,0,3.84,6.27,2.37,11.58,0,8.43,3.81,0
GSTT2B,0,0,0.41,0,0,0,0.14,0.19,0.29
AC068647.2,6.57,48.98,0,23.86,6.54,22.27,26.61,0,36.74
JPH4,0,0,0,0,0.02,0,0,0.07,0
EIPR1,25.12,30.04,29.09,39.27,43.33,34.93,40.46,36.27,44.59
RXRB,0,0,0,0,0,0,0.06,0.44,0
FXYD6-FXYD2,0,0,0,0,0,0,0,0.26,0
AC022662.1,0,0.65,0,0,0,0.53,0,0,0
AL080285.1,0,0,0,0,0,0.08,0,0,0
TVP23B,59.78,46.73,41.36,48.08,41.78,67.59,45.61,28.42,33.22
ZNF773,4.64,31.5,8.51,1.8,8.21,4.56,4.67,6.46,2.56
SPNS2,6.7,2.02,0,3.64,0.3,0.88,1.7,17.65,13.01
MISP,37.52,2.14,0.12,53.82,22.31,11.34,25.84,15.22,118.49
RRN3,28.66,31.18,35.29,16.51,15.99,28.63,16.48,27.87,47.93
AL356095.3,7.93,4.95,0,0,0,20.04,12.94,34.21,5.26
YBX1P10,0.08,0.1,0.32,0.1,0.3,0.17,0.18,0.25,0.2
RPL23AP11,0,0,0,0,0,0,0,0,0
ATP1A3,0.12,0.4,0.55,1.05,0.84,0.31,1.08,4.89,3.39
STAG3L2,4.13,17.84,8.21,5.93,5.09,11.51,10.24,5.5,3.84
AC025062.1,0,0,0,0,0,0,0,0,0.18
NPIPA3,0,0,0,0,0,0,0,0,0
ACTR2,358.19,239.31,196.41,214.73,250.43,298.2,243.26,253.01,208.42
AC126177.7,0.4,0,0,0,0,0,0,0,0
SNAPC5,46.58,49.73,19.18,47.65,44.2,52.22,35.08,49.08,132.64
AC016716.1,0,0,0,0,0,0,0,0,0
DNAJC14,27.44,27.32,21.72,21.67,23.88,19.54,17.99,28.54,27.19
ATG16L2,8.84,4.92,4.62,11.7,5.09,8.78,1.9,11.36,4.53
AC010476.1,0,0,0,0,0.12,0,0,0,0
IL13,0,0,0,0,0,0,0,0,0
RPL15P1,0,0,0,0,0,0,0,0,0
BX284668.3,0,0.12,0,0,0,0,0,0,0
RBBP4P1,0.11,0.07,0,0,0.14,0,0,0,0
HMGB1P7,0,0,0,0,0,0.16,0,0,0
PHF14,62.34,26.08,52.29,41.56,43.2,29.85,38.08,28.76,42.49
AC245034.1,0,0,0,0,0.51,0,2.15,0,0.48
TSPYL2,5.08,13.29,28.29,10.68,15.74,10.21,14.93,0.05,9.05
SLC44A4,0.63,0,0,0.79,0.95,0,2.34,0.23,14
ZNF33B,16.24,9.09,11.5,7.82,16.77,14.95,10.1,14.28,15.59
TXNP1,0,0,0,0,0,0,0,0,0
SHMT1P1,0.05,0,0,0,0,0,0,0,0
SFRP1,0,0.08,0.02,0,0,0,0,0.02,0
UBA6,68.31,38.55,61.48,60.6,36.07,58.02,33.93,12.49,26.49
AC069218.1,0,0,0.15,0,0,0,0.12,0,0
CACYBP,214.34,191.25,488.85,321.64,469.44,320.38,251.19,344.4,144.42
C11orf91,0.22,0,0,1.8,2.03,0,0.74,0.11,1.64
TTI2,8.79,7.64,13.22,20.07,9.77,7.5,11.81,12.25,9.35
AC074140.1,0,0,0,0,0,0,0,0,0
C5orf63,5.09,5.22,5.62,0.08,0.31,0.1,0.42,0.4,9.74
PA2G4P2,0,0,0,0.08,0,0,0,0,0
RPL23AP44,0,0,0,0.32,0,0,0,0,0
CARD17,0.75,0.16,0,2.48,0,0.73,1.44,0,0.61
UCKL1,42.35,33.31,20.55,30.75,32.73,15.29,22.05,12.65,16.75
ATP5PO,232.79,153.88,322.53,269.95,292.22,131.9,309.42,155.25,174.22
TMEM147,107.1,397.24,91.91,102.77,99.19,58.95,94.28,79.86,210.61
FTH1P18,0,0,0,0,0,0,0,0,0
AC022149.1,75.29,50.04,48.53,58.22,19.75,64.76,0,109.9,54.44
AC011498.4,0.22,0.15,0.05,0.1,0.43,0.2,0.13,0.12,0.24
ADAL,10.54,5.1,6.62,6.6,11.69,9.23,11.28,8.49,9.66
MEGF10,2.99,0.59,0.87,0,0,0.12,0,0,0
